date,channel,campaign,spend,impressions,clicks,leads,closed_deals
2026-07-04,Meta Ads,IG - Awareness,387.9,14421,218,7,0
2026-07-04,Meta Ads,FB - Retargeting,491.55,15004,225,10,2
2026-07-04,Email,Monthly Newsletter,14.95,2618,265,17,3
2026-07-04,Email,Promo Blast,23.79,2867,206,22,2
2026-07-04,Organic Social,LinkedIn Organic,0.0,16109,614,11,0
2026-07-04,Organic Social,FB Organic,0.0,22202,831,26,4
2026-07-04,LinkedIn Ads,Sponsored Content,540.8,11105,97,5,1
2026-07-04,LinkedIn Ads,InMail Campaign,760.46,16569,119,5,0
2026-07-05,Google Ads,Search - Brand,495.79,13362,538,33,4
2026-07-05,Google Ads,Search - Competitor,768.15,15000,673,36,6
2026-07-05,Google Ads,Display - Retargeting,723.76,11531,450,24,2
2026-07-05,Meta Ads,FB - Lead Gen,371.09,13095,276,11,2
2026-07-05,Meta Ads,IG - Awareness,565.94,14450,280,10,1
2026-07-05,Meta Ads,FB - Retargeting,398.68,5244,91,5,1
2026-07-05,Email,Monthly Newsletter,31.03,3618,441,42,6
2026-07-05,Email,Promo Blast,23.02,3307,492,42,6
2026-07-05,Organic Social,LinkedIn Organic,0.0,17404,371,3,0
2026-07-05,Organic Social,FB Organic,0.0,12967,377,9,2
2026-07-05,LinkedIn Ads,Sponsored Content,486.76,16201,145,4,0
2026-07-05,LinkedIn Ads,InMail Campaign,441.48,17681,111,2,0
2026-07-06,Google Ads,Search - Brand,656.46,11391,423,33,3
2026-07-06,Google Ads,Search - Competitor,846.4,11397,578,31,6
2026-07-06,Google Ads,Display - Retargeting,518.38,14348,650,27,5
2026-07-06,Meta Ads,FB - Lead Gen,406.79,14085,203,1,0
2026-07-06,Meta Ads,IG - Awareness,748.14,18138,325,11,1
2026-07-06,Meta Ads,FB - Retargeting,530.5,10276,226,10,2
2026-07-06,Email,Monthly Newsletter,27.74,3009,409,43,6
2026-07-06,Email,Promo Blast,21.41,3050,479,27,2
2026-07-06,Organic Social,LinkedIn Organic,0.0,15203,471,15,2
2026-07-06,Organic Social,FB Organic,0.0,8596,215,6,0
2026-07-06,LinkedIn Ads,Sponsored Content,430.22,21645,173,9,1
2026-07-06,LinkedIn Ads,InMail Campaign,380.66,13499,101,6,1
2026-07-07,Google Ads,Search - Brand,433.28,15986,791,63,16
2026-07-07,Google Ads,Search - Competitor,447.74,11756,395,22,4
2026-07-07,Google Ads,Display - Retargeting,748.1,14696,619,38,5
2026-07-07,Meta Ads,FB - Lead Gen,710.45,8569,159,10,1
2026-07-07,Meta Ads,IG - Awareness,444.5,13570,235,13,0
2026-07-07,Meta Ads,FB - Retargeting,645.57,9304,158,5,1
2026-07-07,Email,Monthly Newsletter,15.01,3231,544,28,5
2026-07-07,Email,Promo Blast,20.86,3212,386,28,5
2026-07-07,Organic Social,LinkedIn Organic,0.0,14236,488,8,1
2026-07-07,Organic Social,FB Organic,0.0,20936,672,18,3
2026-07-07,LinkedIn Ads,Sponsored Content,309.33,17418,163,7,1
2026-07-07,LinkedIn Ads,InMail Campaign,479.91,13253,104,8,1
2026-07-08,Google Ads,Search - Brand,546.25,12409,641,36,5
2026-07-08,Google Ads,Search - Competitor,798.2,20678,818,21,4
2026-07-08,Google Ads,Display - Retargeting,497.31,18162,495,37,4
2026-07-08,Meta Ads,FB - Lead Gen,551.92,15057,219,7,1
2026-07-08,Meta Ads,IG - Awareness,479.02,17337,435,9,2
2026-07-08,Meta Ads,FB - Retargeting,478.84,11404,150,5,1
2026-07-08,Email,Monthly Newsletter,24.2,3755,319,28,3
2026-07-08,Email,Promo Blast,27.27,3443,378,7,1
2026-07-08,Organic Social,LinkedIn Organic,0.0,16617,621,12,2
2026-07-08,Organic Social,FB Organic,0.0,7885,251,6,1
2026-07-08,LinkedIn Ads,Sponsored Content,489.11,13051,90,4,0
2026-07-08,LinkedIn Ads,InMail Campaign,327.84,17717,109,6,1
2026-07-09,Google Ads,Search - Brand,341.13,12289,685,29,4
2026-07-09,Google Ads,Search - Competitor,669.31,18133,774,38,9
2026-07-09,Google Ads,Display - Retargeting,860.83,18915,865,39,5
2026-07-09,Meta Ads,FB - Lead Gen,527.63,16673,384,18,1
2026-07-09,Meta Ads,IG - Awareness,589.39,11007,182,7,1
2026-07-09,Meta Ads,FB - Retargeting,829.49,17426,302,14,3
2026-07-09,Email,Monthly Newsletter,23.0,3897,489,50,10
2026-07-09,Email,Promo Blast,27.63,3419,359,26,3
2026-07-09,Organic Social,LinkedIn Organic,0.0,18115,593,26,4
2026-07-09,Organic Social,FB Organic,0.0,10633,294,10,2
2026-07-09,LinkedIn Ads,Sponsored Content,416.93,14713,81,3,0
2026-07-09,LinkedIn Ads,InMail Campaign,514.71,17002,137,6,0
2026-07-10,Google Ads,Search - Brand,704.82,16683,824,41,2
2026-07-10,Google Ads,Search - Competitor,764.57,13084,487,35,5
2026-07-10,Google Ads,Display - Retargeting,758.99,17468,893,31,7
2026-07-10,Meta Ads,FB - Lead Gen,497.15,13522,250,4,0
2026-07-10,Meta Ads,IG - Awareness,346.57,9589,120,6,0
2026-07-10,Meta Ads,FB - Retargeting,645.6,12856,152,4,0
2026-07-10,Email,Monthly Newsletter,24.03,2725,337,34,8
2026-07-10,Email,Promo Blast,34.05,2820,248,19,3
2026-07-10,Organic Social,LinkedIn Organic,0.0,11171,358,10,1
2026-07-10,Organic Social,FB Organic,0.0,14078,344,13,3
2026-07-10,LinkedIn Ads,Sponsored Content,242.3,11281,63,2,0
2026-07-10,LinkedIn Ads,InMail Campaign,286.91,11312,72,3,0
2026-07-11,Google Ads,Search - Brand,491.74,15707,629,34,8
2026-07-11,Google Ads,Search - Competitor,801.07,9801,514,38,4
2026-07-11,Google Ads,Display - Retargeting,722.82,21151,738,32,7
2026-07-11,Meta Ads,FB - Lead Gen,498.34,17205,330,14,1
2026-07-11,Meta Ads,IG - Awareness,588.85,19678,337,13,1
2026-07-11,Meta Ads,FB - Retargeting,526.66,17288,307,16,2
2026-07-11,Email,Monthly Newsletter,28.53,2490,297,25,4
2026-07-11,Email,Promo Blast,22.69,2934,410,32,3
2026-07-11,Organic Social,LinkedIn Organic,0.0,20525,456,16,2
2026-07-11,Organic Social,FB Organic,0.0,16176,462,10,1
2026-07-11,LinkedIn Ads,Sponsored Content,346.93,11672,92,3,0
2026-07-11,LinkedIn Ads,InMail Campaign,617.32,12679,106,6,1
2026-07-12,Google Ads,Search - Brand,611.39,17970,886,33,7
2026-07-12,Google Ads,Search - Competitor,733.09,11946,541,39,6
2026-07-12,Google Ads,Display - Retargeting,760.95,24455,927,32,6
2026-07-12,Meta Ads,FB - Lead Gen,550.85,14076,327,7,1
2026-07-12,Meta Ads,IG - Awareness,395.98,21877,550,16,2
2026-07-12,Meta Ads,FB - Retargeting,566.95,13451,239,9,0
2026-07-12,Email,Monthly Newsletter,24.91,2655,287,37,4
2026-07-12,Email,Promo Blast,30.08,2860,323,35,6
2026-07-12,Organic Social,LinkedIn Organic,0.0,18872,528,12,1
2026-07-12,Organic Social,FB Organic,0.0,26796,1003,17,1
2026-07-12,LinkedIn Ads,Sponsored Content,504.21,17189,152,7,1
2026-07-12,LinkedIn Ads,InMail Campaign,486.89,15343,68,3,0
2026-07-13,Google Ads,Search - Brand,626.28,26941,1301,70,15
2026-07-13,Google Ads,Search - Competitor,672.4,16680,841,81,9
2026-07-13,Google Ads,Display - Retargeting,671.04,11294,564,24,3
2026-07-13,Meta Ads,FB - Lead Gen,432.24,18903,402,10,1
2026-07-13,Meta Ads,IG - Awareness,383.88,9965,171,6,1
2026-07-13,Meta Ads,FB - Retargeting,517.18,9489,151,7,1
2026-07-13,Email,Monthly Newsletter,15.09,2060,339,34,4
2026-07-13,Email,Promo Blast,28.34,1682,201,19,4
2026-07-13,Organic Social,LinkedIn Organic,0.0,15342,375,12,1
2026-07-13,Organic Social,FB Organic,0.0,11016,373,14,2
2026-07-13,LinkedIn Ads,Sponsored Content,454.3,9205,69,3,0
2026-07-13,LinkedIn Ads,InMail Campaign,324.9,20856,200,10,2
2026-07-14,Google Ads,Search - Brand,655.82,16556,737,60,14
2026-07-14,Google Ads,Search - Competitor,506.15,9723,419,19,3
2026-07-14,Google Ads,Display - Retargeting,785.62,13170,587,35,7
2026-07-14,Meta Ads,FB - Lead Gen,204.53,12573,235,12,1
2026-07-14,Meta Ads,IG - Awareness,247.74,17478,274,7,1
2026-07-14,Meta Ads,FB - Retargeting,445.14,12581,126,6,1
2026-07-14,Email,Monthly Newsletter,29.07,2431,279,25,5
2026-07-14,Email,Promo Blast,29.18,2632,321,32,8
2026-07-14,Organic Social,LinkedIn Organic,0.0,18156,553,23,4
2026-07-14,Organic Social,FB Organic,0.0,20613,704,18,2
2026-07-14,LinkedIn Ads,Sponsored Content,483.36,16852,140,7,1
2026-07-14,LinkedIn Ads,InMail Campaign,570.55,15762,149,5,0
2026-07-15,Google Ads,Search - Brand,871.4,14127,527,25,3
2026-07-15,Google Ads,Search - Competitor,482.29,13517,437,26,5
2026-07-15,Google Ads,Display - Retargeting,463.84,21077,1045,82,12
2026-07-15,Meta Ads,FB - Lead Gen,566.36,10632,225,9,1
2026-07-15,Meta Ads,IG - Awareness,329.51,11419,230,6,1
2026-07-15,Meta Ads,FB - Retargeting,307.17,18392,249,11,2
2026-07-15,Email,Monthly Newsletter,20.65,3291,415,31,4
2026-07-15,Email,Promo Blast,12.73,3174,261,24,4
2026-07-15,Organic Social,LinkedIn Organic,0.0,13791,386,14,2
2026-07-15,Organic Social,FB Organic,0.0,16877,350,12,2
2026-07-15,LinkedIn Ads,Sponsored Content,335.62,14023,111,5,0
2026-07-15,LinkedIn Ads,InMail Campaign,611.03,19327,114,6,1
2026-07-16,Google Ads,Search - Brand,658.02,19363,1222,95,18
2026-07-16,Google Ads,Search - Competitor,756.76,15579,704,37,9
2026-07-16,Google Ads,Display - Retargeting,477.24,21129,1045,36,7
2026-07-16,Meta Ads,FB - Lead Gen,221.66,17502,370,12,2
2026-07-16,Meta Ads,IG - Awareness,694.65,12977,184,10,2
2026-07-16,Meta Ads,FB - Retargeting,467.1,19045,434,13,2
2026-07-16,Email,Monthly Newsletter,32.69,3842,512,33,9
2026-07-16,Email,Promo Blast,21.68,2832,363,47,10
2026-07-16,Organic Social,LinkedIn Organic,0.0,16853,509,17,0
2026-07-16,Organic Social,FB Organic,0.0,15965,368,12,2
2026-07-16,LinkedIn Ads,Sponsored Content,647.49,21292,154,7,1
2026-07-16,LinkedIn Ads,InMail Campaign,399.19,15780,107,3,0
2026-07-17,Google Ads,Search - Brand,694.43,11782,625,30,5
2026-07-17,Google Ads,Search - Competitor,723.05,14865,729,36,6
2026-07-17,Google Ads,Display - Retargeting,569.12,12013,521,16,2
2026-07-17,Meta Ads,FB - Lead Gen,433.43,13975,239,9,1
2026-07-17,Meta Ads,IG - Awareness,568.69,12400,169,4,0
2026-07-17,Meta Ads,FB - Retargeting,425.61,11920,158,5,0
2026-07-17,Email,Monthly Newsletter,28.72,2721,299,19,3
2026-07-17,Email,Promo Blast,19.7,3286,253,20,3
2026-07-17,Organic Social,LinkedIn Organic,0.0,25772,827,17,2
2026-07-17,Organic Social,FB Organic,0.0,14677,366,13,1
2026-07-17,LinkedIn Ads,Sponsored Content,436.86,12457,134,6,1
2026-07-17,LinkedIn Ads,InMail Campaign,541.59,16928,145,8,0
2026-07-18,Google Ads,Search - Brand,558.17,18380,819,28,4
2026-07-18,Google Ads,Search - Competitor,855.62,19987,888,68,10
2026-07-18,Google Ads,Display - Retargeting,344.42,11302,667,36,6
2026-07-18,Meta Ads,FB - Lead Gen,431.69,22616,539,35,6
2026-07-18,Meta Ads,IG - Awareness,501.16,8933,208,5,0
2026-07-18,Meta Ads,FB - Retargeting,338.65,12644,189,6,0
2026-07-18,Email,Monthly Newsletter,21.57,3416,319,30,7
2026-07-18,Email,Promo Blast,21.79,2641,302,36,6
2026-07-18,Organic Social,LinkedIn Organic,0.0,16935,396,14,2
2026-07-18,Organic Social,FB Organic,0.0,11645,287,9,2
2026-07-18,LinkedIn Ads,Sponsored Content,378.3,16833,78,3,0
2026-07-18,LinkedIn Ads,InMail Campaign,347.66,11253,78,4,0
2026-07-19,Google Ads,Search - Brand,264.27,6517,257,17,0
2026-07-19,Google Ads,Search - Competitor,525.04,12895,741,39,7
2026-07-19,Google Ads,Display - Retargeting,621.19,6477,336,21,4
2026-07-19,Meta Ads,FB - Lead Gen,924.73,6663,161,5,0
2026-07-19,Meta Ads,IG - Awareness,461.36,13303,212,9,0
2026-07-19,Meta Ads,FB - Retargeting,554.23,13335,185,6,1
2026-07-19,Email,Monthly Newsletter,21.65,3179,325,35,7
2026-07-19,Email,Promo Blast,36.55,2912,396,36,8
2026-07-19,Organic Social,LinkedIn Organic,0.0,17980,518,15,2
2026-07-19,Organic Social,FB Organic,0.0,14535,454,20,4
2026-07-19,LinkedIn Ads,Sponsored Content,547.78,13177,86,5,1
2026-07-19,LinkedIn Ads,InMail Campaign,615.68,12584,96,2,0
2026-07-20,Google Ads,Search - Brand,749.49,13134,666,37,7
2026-07-20,Google Ads,Search - Competitor,427.85,15340,277,15,1
2026-07-20,Google Ads,Display - Retargeting,780.9,18109,890,77,10
2026-07-20,Meta Ads,FB - Lead Gen,670.53,18728,321,17,2
2026-07-20,Meta Ads,IG - Awareness,370.47,12565,202,5,1
2026-07-20,Meta Ads,FB - Retargeting,436.47,16410,261,4,0
2026-07-20,Email,Monthly Newsletter,13.05,2965,258,37,8
2026-07-20,Email,Promo Blast,25.66,3631,361,37,7
2026-07-20,Organic Social,LinkedIn Organic,0.0,20089,690,22,2
2026-07-20,Organic Social,FB Organic,0.0,14509,443,8,2
2026-07-20,LinkedIn Ads,Sponsored Content,620.59,17408,141,6,0
2026-07-20,LinkedIn Ads,InMail Campaign,458.72,16031,96,5,0
2026-07-21,Google Ads,Search - Brand,313.83,11558,477,44,9
2026-07-21,Google Ads,Search - Competitor,399.68,16944,526,41,6
2026-07-21,Google Ads,Display - Retargeting,585.95,20303,678,23,3
2026-07-21,Meta Ads,FB - Lead Gen,587.81,8922,69,2,0
2026-07-21,Meta Ads,IG - Awareness,606.7,13147,217,11,0
2026-07-21,Meta Ads,FB - Retargeting,421.34,15761,309,10,1
2026-07-21,Email,Monthly Newsletter,9.45,2670,349,22,4
2026-07-21,Email,Promo Blast,27.79,2828,350,22,3
2026-07-21,Organic Social,LinkedIn Organic,0.0,15627,413,13,2
2026-07-21,Organic Social,FB Organic,0.0,19636,549,18,4
2026-07-21,LinkedIn Ads,Sponsored Content,295.69,12162,91,3,0
2026-07-21,LinkedIn Ads,InMail Campaign,353.61,12777,106,3,0
2026-07-22,Google Ads,Search - Brand,647.62,13668,603,30,3
2026-07-22,Google Ads,Search - Competitor,648.24,22019,994,63,13
2026-07-22,Google Ads,Display - Retargeting,409.6,21810,1021,91,13
2026-07-22,Meta Ads,FB - Lead Gen,678.77,18100,361,15,2
2026-07-22,Meta Ads,IG - Awareness,606.73,15561,169,4,0
2026-07-22,Meta Ads,FB - Retargeting,502.83,14773,330,5,0
2026-07-22,Email,Monthly Newsletter,13.64,3379,397,40,5
2026-07-22,Email,Promo Blast,33.0,3520,471,40,8
2026-07-22,Organic Social,LinkedIn Organic,0.0,18422,734,29,4
2026-07-22,Organic Social,FB Organic,0.0,9827,328,11,0
2026-07-22,LinkedIn Ads,Sponsored Content,319.3,13867,104,3,0
2026-07-22,LinkedIn Ads,InMail Campaign,478.29,14222,96,6,1
2026-07-23,Google Ads,Search - Brand,527.47,12551,620,33,5
2026-07-23,Google Ads,Search - Competitor,710.95,7362,418,25,3
2026-07-23,Google Ads,Display - Retargeting,586.61,14849,436,37,6
2026-07-23,Meta Ads,FB - Lead Gen,518.35,18806,269,12,1
2026-07-23,Meta Ads,IG - Awareness,565.46,6491,114,3,0
2026-07-23,Meta Ads,FB - Retargeting,521.51,12169,187,7,0
2026-07-23,Email,Monthly Newsletter,30.26,2815,141,11,1
2026-07-23,Email,Promo Blast,14.8,2381,291,36,7
2026-07-23,Organic Social,LinkedIn Organic,0.0,16823,458,10,1
2026-07-23,Organic Social,FB Organic,0.0,13440,415,12,1
2026-07-23,LinkedIn Ads,Sponsored Content,343.6,17432,102,6,0
2026-07-23,LinkedIn Ads,InMail Campaign,365.35,9132,65,4,0
2026-07-24,Google Ads,Search - Brand,746.76,17088,599,32,4
2026-07-24,Google Ads,Search - Competitor,799.59,10212,541,41,11
2026-07-24,Google Ads,Display - Retargeting,538.55,17849,1169,57,5
2026-07-24,Meta Ads,FB - Lead Gen,247.33,17850,200,7,1
2026-07-24,Meta Ads,IG - Awareness,488.27,16701,313,17,2
2026-07-24,Meta Ads,FB - Retargeting,387.68,11909,249,12,2
2026-07-24,Email,Monthly Newsletter,32.4,2410,385,50,10
2026-07-24,Email,Promo Blast,36.14,2171,233,16,3
2026-07-24,Organic Social,LinkedIn Organic,0.0,18029,689,24,4
2026-07-24,Organic Social,FB Organic,0.0,11612,435,16,2
2026-07-24,LinkedIn Ads,Sponsored Content,402.99,6896,43,3,0
2026-07-24,LinkedIn Ads,InMail Campaign,471.32,19029,114,6,1
2026-07-25,Google Ads,Search - Brand,601.87,26473,793,62,10
2026-07-25,Google Ads,Search - Competitor,715.79,16765,643,41,3
2026-07-25,Google Ads,Display - Retargeting,690.49,16192,821,64,12
2026-07-25,Meta Ads,FB - Lead Gen,483.94,11475,177,9,2
2026-07-25,Meta Ads,IG - Awareness,438.89,15184,223,12,2
2026-07-25,Meta Ads,FB - Retargeting,693.14,11486,191,8,1
2026-07-25,Email,Monthly Newsletter,23.65,2563,361,39,5
2026-07-25,Email,Promo Blast,33.47,3585,441,40,8
2026-07-25,Organic Social,LinkedIn Organic,0.0,15120,258,9,0
2026-07-25,Organic Social,FB Organic,0.0,13679,392,9,1
2026-07-25,LinkedIn Ads,Sponsored Content,609.58,5048,50,2,0
2026-07-25,LinkedIn Ads,InMail Campaign,329.03,21705,140,4,0
2026-07-26,Google Ads,Search - Brand,650.78,11248,528,21,4
2026-07-26,Google Ads,Search - Competitor,759.21,17128,826,75,13
2026-07-26,Google Ads,Display - Retargeting,422.72,16797,1071,44,7
2026-07-26,Meta Ads,FB - Lead Gen,515.25,14784,213,11,3
2026-07-26,Meta Ads,IG - Awareness,489.55,11383,141,6,1
2026-07-26,Meta Ads,FB - Retargeting,522.1,14990,238,6,1
2026-07-26,Email,Monthly Newsletter,30.71,2227,352,37,9
2026-07-26,Email,Promo Blast,16.61,2317,269,27,7
2026-07-26,Organic Social,LinkedIn Organic,0.0,14029,334,13,1
2026-07-26,Organic Social,FB Organic,0.0,13862,548,19,3
2026-07-26,LinkedIn Ads,Sponsored Content,391.57,13636,118,6,0
2026-07-26,LinkedIn Ads,InMail Campaign,431.37,15314,70,3,0
2026-07-27,Google Ads,Search - Brand,427.0,8250,238,8,1
2026-07-27,Google Ads,Search - Competitor,892.99,12896,600,40,7
2026-07-27,Google Ads,Display - Retargeting,588.38,10218,593,54,5
2026-07-27,Meta Ads,FB - Lead Gen,347.2,13880,201,9,1
2026-07-27,Meta Ads,IG - Awareness,719.26,19762,370,19,4
2026-07-27,Meta Ads,FB - Retargeting,400.87,11735,214,10,1
2026-07-27,Email,Monthly Newsletter,15.14,2598,307,27,7
2026-07-27,Email,Promo Blast,16.34,3252,506,76,12
2026-07-27,Organic Social,LinkedIn Organic,0.0,17279,538,15,3
2026-07-27,Organic Social,FB Organic,0.0,17728,545,15,4
2026-07-27,LinkedIn Ads,Sponsored Content,374.07,13387,149,5,0
2026-07-27,LinkedIn Ads,InMail Campaign,433.46,18362,153,4,0
2026-07-28,Google Ads,Search - Brand,508.9,14691,717,48,4
2026-07-28,Google Ads,Search - Competitor,759.59,16010,919,62,14
2026-07-28,Google Ads,Display - Retargeting,669.98,20384,1013,58,17
2026-07-28,Meta Ads,FB - Lead Gen,570.39,17294,231,5,0
2026-07-28,Meta Ads,IG - Awareness,483.64,12543,232,13,2
2026-07-28,Meta Ads,FB - Retargeting,333.55,14553,219,7,1
2026-07-28,Email,Monthly Newsletter,22.01,2372,277,20,1
2026-07-28,Email,Promo Blast,37.83,3544,393,35,4
2026-07-28,Organic Social,LinkedIn Organic,0.0,22589,698,27,5
2026-07-28,Organic Social,FB Organic,0.0,13352,411,10,1
2026-07-28,LinkedIn Ads,Sponsored Content,439.72,14676,118,4,0
2026-07-28,LinkedIn Ads,InMail Campaign,305.48,18911,87,5,1
2026-07-29,Google Ads,Search - Brand,554.67,4587,191,11,1
2026-07-29,Google Ads,Search - Competitor,522.72,21120,1076,46,4
2026-07-29,Google Ads,Display - Retargeting,550.95,14146,699,35,7
2026-07-29,Meta Ads,FB - Lead Gen,692.43,18262,325,12,1
2026-07-29,Meta Ads,IG - Awareness,604.41,12490,226,9,1
2026-07-29,Meta Ads,FB - Retargeting,306.55,16291,289,13,1
2026-07-29,Email,Monthly Newsletter,32.63,2561,412,17,3
2026-07-29,Email,Promo Blast,27.97,2602,338,42,2
2026-07-29,Organic Social,LinkedIn Organic,0.0,5026,121,5,0
2026-07-29,Organic Social,FB Organic,0.0,14208,602,8,1
2026-07-29,LinkedIn Ads,Sponsored Content,618.46,22430,175,5,1
2026-07-29,LinkedIn Ads,InMail Campaign,629.37,17715,118,5,0
2026-07-30,Google Ads,Search - Brand,649.63,20804,1100,44,10
2026-07-30,Google Ads,Search - Competitor,646.97,17748,1032,41,7
2026-07-30,Google Ads,Display - Retargeting,520.28,8728,419,44,3
2026-07-30,Meta Ads,FB - Lead Gen,462.9,17562,323,12,1
2026-07-30,Meta Ads,IG - Awareness,493.83,11972,121,6,1
2026-07-30,Meta Ads,FB - Retargeting,472.69,15916,348,14,3
2026-07-30,Email,Monthly Newsletter,23.14,3655,466,44,5
2026-07-30,Email,Promo Blast,26.79,2584,270,18,2
2026-07-30,Organic Social,LinkedIn Organic,0.0,20325,843,16,2
2026-07-30,Organic Social,FB Organic,0.0,12217,299,12,1
2026-07-30,LinkedIn Ads,Sponsored Content,570.19,17416,203,5,1
2026-07-30,LinkedIn Ads,InMail Campaign,578.97,11106,106,5,0
2026-07-31,Google Ads,Search - Brand,476.41,12123,769,46,10
2026-07-31,Google Ads,Search - Competitor,481.37,11880,650,23,3
2026-07-31,Google Ads,Display - Retargeting,605.1,15445,670,44,9
2026-07-31,Meta Ads,FB - Lead Gen,552.37,11056,187,10,2
2026-07-31,Meta Ads,IG - Awareness,306.5,16405,178,7,1
2026-07-31,Meta Ads,FB - Retargeting,356.08,11662,241,5,0
2026-07-31,Email,Monthly Newsletter,28.73,2682,306,33,6
2026-07-31,Email,Promo Blast,26.67,2830,364,31,6
2026-07-31,Organic Social,LinkedIn Organic,0.0,14269,343,10,1
2026-07-31,Organic Social,FB Organic,0.0,16034,501,18,2
2026-07-31,LinkedIn Ads,Sponsored Content,495.91,17203,149,5,0
2026-07-31,LinkedIn Ads,InMail Campaign,490.97,15028,70,3,0
2026-08-01,Google Ads,Search - Brand,545.99,12087,584,38,9
2026-08-01,Google Ads,Search - Competitor,411.32,17925,901,51,10
2026-08-01,Google Ads,Display - Retargeting,754.42,18489,641,47,8
2026-08-01,Meta Ads,FB - Lead Gen,475.17,15292,266,14,2
2026-08-01,Meta Ads,IG - Awareness,336.05,13425,250,13,2
2026-08-01,Meta Ads,FB - Retargeting,367.44,24940,472,26,4
2026-08-01,Email,Monthly Newsletter,28.33,3419,510,60,13
2026-08-01,Email,Promo Blast,23.03,2714,347,39,6
2026-08-01,Organic Social,LinkedIn Organic,0.0,20810,509,11,1
2026-08-01,Organic Social,FB Organic,0.0,12901,491,16,2
2026-08-01,LinkedIn Ads,Sponsored Content,288.46,9736,82,1,0
2026-08-01,LinkedIn Ads,InMail Campaign,432.21,27972,327,15,2
2026-08-02,Google Ads,Search - Brand,749.34,21812,659,18,2
2026-08-02,Google Ads,Search - Competitor,687.41,16987,927,35,2
2026-08-02,Google Ads,Display - Retargeting,728.7,11687,313,19,4
2026-08-02,Meta Ads,FB - Lead Gen,452.43,13168,229,8,0
2026-08-02,Meta Ads,IG - Awareness,383.29,17085,327,13,1
2026-08-02,Meta Ads,FB - Retargeting,445.49,6291,117,6,0
2026-08-02,Email,Monthly Newsletter,21.34,3164,474,36,5
2026-08-02,Email,Promo Blast,12.69,3051,515,50,8
2026-08-02,Organic Social,LinkedIn Organic,0.0,14955,375,14,2
2026-08-02,Organic Social,FB Organic,0.0,11098,419,15,2
2026-08-02,LinkedIn Ads,Sponsored Content,562.71,13009,87,3,0
2026-08-02,LinkedIn Ads,InMail Campaign,503.05,7675,46,0,0
2026-08-03,Google Ads,Search - Brand,577.45,13693,487,18,3
2026-08-03,Google Ads,Search - Competitor,517.42,16265,602,38,9
2026-08-03,Google Ads,Display - Retargeting,687.92,13350,631,35,6
2026-08-03,Meta Ads,FB - Lead Gen,428.68,14342,269,7,0
2026-08-03,Meta Ads,IG - Awareness,304.67,8598,117,4,0
2026-08-03,Meta Ads,FB - Retargeting,526.59,15138,165,7,1
2026-08-03,Email,Monthly Newsletter,18.79,3210,319,29,3
2026-08-03,Email,Promo Blast,13.79,2808,328,25,3
2026-08-03,Organic Social,LinkedIn Organic,0.0,16077,477,15,2
2026-08-03,Organic Social,FB Organic,0.0,10295,338,13,2
2026-08-03,LinkedIn Ads,Sponsored Content,427.22,12886,124,3,0
2026-08-03,LinkedIn Ads,InMail Campaign,405.27,19950,171,6,0
2026-08-04,Google Ads,Search - Brand,507.85,12160,654,23,5
2026-08-04,Google Ads,Search - Competitor,724.23,19363,790,45,4
2026-08-04,Google Ads,Display - Retargeting,521.3,16974,961,38,6
2026-08-04,Meta Ads,FB - Lead Gen,449.02,9416,189,5,0
2026-08-04,Meta Ads,IG - Awareness,413.94,11842,212,7,1
2026-08-04,Meta Ads,FB - Retargeting,381.68,16278,389,16,3
2026-08-04,Email,Monthly Newsletter,16.31,3078,288,14,2
2026-08-04,Email,Promo Blast,32.45,3475,437,21,3
2026-08-04,Organic Social,LinkedIn Organic,0.0,15702,297,6,1
2026-08-04,Organic Social,FB Organic,0.0,6215,180,5,1
2026-08-04,LinkedIn Ads,Sponsored Content,527.95,17330,116,2,0
2026-08-04,LinkedIn Ads,InMail Campaign,562.68,20573,187,10,1
2026-08-05,Google Ads,Search - Brand,516.58,14479,869,37,9
2026-08-05,Google Ads,Search - Competitor,551.7,20301,656,46,6
2026-08-05,Google Ads,Display - Retargeting,387.71,15874,858,38,3
2026-08-05,Meta Ads,FB - Lead Gen,455.95,14650,292,15,2
2026-08-05,Meta Ads,IG - Awareness,683.14,15896,266,5,0
2026-08-05,Meta Ads,FB - Retargeting,427.42,18841,370,9,1
2026-08-05,Email,Monthly Newsletter,29.2,3764,531,58,10
2026-08-05,Email,Promo Blast,27.43,3624,318,25,3
2026-08-05,Organic Social,LinkedIn Organic,0.0,19920,526,4,0
2026-08-05,Organic Social,FB Organic,0.0,17150,558,15,1
2026-08-05,LinkedIn Ads,Sponsored Content,507.97,11662,134,7,1
2026-08-05,LinkedIn Ads,InMail Campaign,381.22,14628,111,7,1
2026-08-06,Google Ads,Search - Brand,490.26,22561,1025,75,11
2026-08-06,Google Ads,Search - Competitor,654.47,16244,454,43,10
2026-08-06,Google Ads,Display - Retargeting,540.42,10590,509,31,6
2026-08-06,Meta Ads,FB - Lead Gen,489.02,17024,395,18,2
2026-08-06,Meta Ads,IG - Awareness,625.63,21562,632,16,3
2026-08-06,Meta Ads,FB - Retargeting,223.76,17212,275,17,2
2026-08-06,Email,Monthly Newsletter,14.44,2764,200,22,1
2026-08-06,Email,Promo Blast,25.18,1961,220,29,5
2026-08-06,Organic Social,LinkedIn Organic,0.0,14875,447,15,1
